Date,Description,Amount,Debit,Credit,Balance,Category,Account,Confidence,Is_UPI,Payee,UPI_Transaction_Type,UPI_Sender_Bank,UPI_Reference,UPI_Transaction_ID
08-04-2024,PIN/cmrlsapairport@/Yes Bank,-30.0,30.0,0.0,,food,Expenses:Food:Restaurant,0.2,True,cmrlsapairport,,Yes Bank,,
08-04-2024,Bank/ICIcf8b2c1b11e847848cb51d809434826f/,-120.0,120.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
08-04-2024,LTD/ICIeb07a1b1f0ad4ae48b9496e963a9e282/,-4825.0,4825.0,0.0,,shopping,Expenses:Shopping,0.3,False,,,,,
08-04-2024,BANK LTD/ICI89422d55ce6e442cbf36d23a4312fafd/,-248.0,248.0,0.0,,investment,Expenses:Investment,0.8,False,,,,,
09-04-2024,Bank Ltd./ICIe6c66575b1af4844896314a53e58ae6e/,-125.0,125.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
10-04-2024,550488630,-2000.0,2000.0,0.0,,shopping,Expenses:Shopping,0.3,False,,,,,
10-04-2024,550488990,-2000.0,2000.0,0.0,,shopping,Expenses:Shopping,0.3,False,,,,,
10-04-2024,550489351,-2000.0,2000.0,0.0,,shopping,Expenses:Shopping,0.3,False,,,,,
10-04-2024,Urban C/ICI577fc0542319442487a27274b42cb9ee/,-1000.0,1000.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
11-04-2024,Ltd/ICIa6812d7585744f0a8956864935797156/,-70.0,70.0,0.0,,food,Expenses:Food:Restaurant,0.2,False,,,,,
11-04-2024,Bank Ltd./ICI36015ad5d374487d87f739341b24c78e/,-316.0,316.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
11-04-2024,Bank Ltd./ICIa12fd4ee13f74e8daad1dd0b75b895e6/,-20.0,20.0,0.0,,investment,Expenses:Investment,0.8,False,,,,,
11-04-2024,Razorpa/airtelpaymentsb/Airtel,-899.0,899.0,0.0,,salary,Income:Salary,0.8,True,airtelpaymentsb,Airtel,,,
11-04-2024,Union,-120.0,120.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
15-04-2024,Vysya,-700.0,700.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
15-04-2024,I/HDF90b739bfa4384a2c8325435d7f9a0dcc,350.0,0.0,350.0,,salary,Income:Salary,0.3,False,,,,,
15-04-2024,Bank Ltd/ICIce6e2d08e4344d8cb9535d77bb426615/,-500.0,500.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
15-04-2024,Bank of I/ICI43da7c53469c4deb8446e1eb7e163662/,-30.0,30.0,0.0,,food,Expenses:Food:Restaurant,0.2,False,,,,,
15-04-2024,Bank Ltd/ICI7e5aacfd9e8c4285b2335b89dd498063/,-50.0,50.0,0.0,,investment,Expenses:Investment,0.8,False,,,,,
16-04-2024,00279001001612692-CIUB0000279,10000.0,0.0,10000.0,,salary,Income:Salary,0.3,False,,,,,
16-04-2024,BharatPe/bharatpe.900704/Federal,-80.0,80.0,0.0,,food,Expenses:Food:Restaurant,0.2,True,BharatPe,bharatpe.900704,Federal,,
16-04-2024,Ltd/ICIebdcc95488f1466dbef94005da069a75/,-20.0,20.0,0.0,,food,Expenses:Food:Restaurant,0.2,False,,,,,
16-04-2024,Ltd/ICI077ee34a56b64ec89c1a97f43027db00/,-100.0,100.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
16-04-2024,/ATTN/AVS KOTTAKKAL-00000057021886014-,20000.0,0.0,20000.0,,salary,Income:Salary,0.5,False,,,,,
16-04-2024,Id/swiggyupi@axisb/Axis Bank,-225.0,225.0,0.0,,food,Expenses:Food:Restaurant,1.7,True,swiggy,axisb,Axis Bank,,
16-04-2024,Bank,-277.0,277.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
18-04-2024,LTD/HDF1A1933F6E66847FB864E42003D8AA436,447.0,0.0,447.0,,salary,Income:Salary,0.3,False,,,,,
19-04-2024,Mahindra,-2230.0,2230.0,0.0,,shopping,Expenses:Shopping,0.3,False,,,,,
19-04-2024,Ltd./ICI4bbfc04999fc4045bc1ed3c2f09810ce/,-250.0,250.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
19-04-2024,Ltd/ICI07cabf5df89f4063a7c1d8c4b59bfda2/,-10.0,10.0,0.0,,investment,Expenses:Investment,0.8,False,,,,,
19-04-2024,Ltd./ICI9c2ee5c8f23240dc8fadb719d6ce93ac/,-110.0,110.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
20-04-2024,Charte/ICIe08a67f3b9c5419a9693666d79588e4d/,-2000.0,2000.0,0.0,,shopping,Expenses:Shopping,0.3,False,,,,,
20-04-2024,Bank/ICIa905c16ad8d6416886b575756e7ec495/,-3300.0,3300.0,0.0,,shopping,Expenses:Shopping,0.3,False,,,,,
20-04-2024,BANK,-755.0,755.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
20-04-2024,SABHA CHARITABLE T-SRI RAMABHYUDAYA SAB,10000.0,0.0,10000.0,,salary,Income:Salary,0.3,False,,,,,
20-04-2024,I/ICI696a2c8d9ef04b25869fcdd264a4aaa2/,-300.0,300.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
20-04-2024,BankLtd/PTM92dedcc06a4c4b06a3e8ae41dfb9d4b9,1130.72,0.0,1130.72,,salary,Income:Salary,0.3,False,,,,,
22-04-2024,CLG/CHEQUE/668171/CAB/18.04.2024,37800.0,0.0,37800.0,,salary,Income:Salary,0.5,False,,,,,
22-04-2024,Bank/ICI2299eb7e12604ded8582593f6d957c0c/,-260.0,260.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
23-04-2024,Bank Ltd/ICI18d43d62584e477fa861241a01291e89/,-199.0,199.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
23-04-2024,Ltd/ICI4356494de3ef40c5b44869de3730c242/,-59.0,59.0,0.0,,food,Expenses:Food:Restaurant,0.2,False,,,,,
23-04-2024,Ltd/AMZDQR00000000000000017156976000236/,-470.0,470.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
23-04-2024,PH/bharatpe4000023/Yes Bank,-75.0,75.0,0.0,,food,Expenses:Food:Restaurant,0.2,True,bharatpe,,,,
23-04-2024,to/o11111112177841/Airtel,-260.0,260.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
23-04-2024,Ltd/ICI1a6d1c7d5dbd45ce8f4fdc2a17041977/,-60.0,60.0,0.0,,investment,Expenses:Investment,0.8,False,,,,,
24-04-2024,00279001001612692-CIUB0000279,3000.0,0.0,3000.0,,salary,Income:Salary,0.3,False,,,,,
24-04-2024,Ltd/ICI651a53ffd6a0457bbd4be47c9d5ed8b2/,-40.0,40.0,0.0,,investment,Expenses:Investment,0.8,False,,,,,
24-04-2024,Ltd/ICIdf067bf5755c451ebeb6ab60afc548af/,-200.0,200.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
24-04-2024,Ltd/ICIcd65b0f3468e41d1bd5e74740eaa9ccc/,-50.0,50.0,0.0,,food,Expenses:Food:Restaurant,0.2,False,,,,,
24-04-2024,Bank Ltd./ICIa238f454bc2a49179e664edf7c84d727/,-110.0,110.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
24-04-2024,Bank Ltd./ICI892989d91e4f4c5496beaa3b56c68f32/,-19.0,19.0,0.0,,food,Expenses:Food:Restaurant,0.2,False,,,,,
24-04-2024,BANK LTD/ICIf67c266fb3234f819de0ea5db07f343d/,-60.0,60.0,0.0,,food,Expenses:Food:Restaurant,0.2,False,,,,,
25-04-2024,Bank/ICI294a0cbe04344b8fa9c429ca8bead7e2/,-315.0,315.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
25-04-2024,Ltd./ICIf21d7b043fab4696ba685ba2123f56f3/,-60.0,60.0,0.0,,food,Expenses:Food:Restaurant,0.2,False,,,,,
25-04-2024,Ltd/ICI222cfd93b76c43f78b400823b73e200b/,-126.0,126.0,0.0,,investment,Expenses:Investment,0.8,False,,,,,
25-04-2024,Ltd/ICIbf4ff70e7219447c8b8987cac91a3f75/,-371.0,371.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
26-04-2024,00279001001612692-CIUB0000279,3000.0,0.0,3000.0,,salary,Income:Salary,0.3,False,,,,,
26-04-2024,Bank Ltd/ICId2ddf83fa0a747ffb70c6c9666e53ed5/,-105.0,105.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
26-04-2024,WOOD/bharatpe9077200/Yes Bank,-510.0,510.0,0.0,,unknown,Expenses:Uncategorized,0.0,True,bharatpe,,,,
26-04-2024,Ltd/ICIeb781dbb0c32454bb12fe6785848c63f/,-50.0,50.0,0.0,,food,Expenses:Food:Restaurant,0.2,False,,,,,
27-04-2024,irctcapp@/Yes Bank,-1564.05,1564.05,0.0,,shopping,Expenses:Shopping,0.3,False,,,,,
27-04-2024,BANK,1570.0,0.0,1570.0,,salary,Income:Salary,0.3,False,,,,,
27-04-2024,Charte/ICId31c6dcc4e9e4d659a141dfc29043ecd/,-1000.0,1000.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
29-04-2024,Bank/ICIbb838c7f321644c980b339f0a924f3e4/,-650.0,650.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
29-04-2024,paying/amazon@yapl/Yes Bank,-1688.0,1688.0,0.0,,shopping,Expenses:Shopping,1.1,False,,,,,
30-04-2024,BharatPe/bharatpe.900678/Federal,-80.0,80.0,0.0,,food,Expenses:Food:Restaurant,0.2,True,BharatPe,bharatpe.900678,Federal,,
30-04-2024,SMALL/ICI0f2bb90a3cfd4c1a8360205ba38d5f87/,-65.0,65.0,0.0,,shopping,Expenses:Shopping,0.8,False,,,,,
30-04-2024,Bank Ltd/ICI613deb0dd81a426c8e6c6b8402be7ec5/,-419.0,419.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
30-04-2024,Paym/ICI5eea2f23ee6c4cfea9a00a7b68b2ddf9/,-50.0,50.0,0.0,,salary,Income:Salary,0.8,False,,,,,
01-05-2024,Union,-95.0,95.0,0.0,,food,Expenses:Food:Restaurant,0.2,False,,,,,
01-05-2024,Bank/ICI402c96c96c294b52ac6ac2fd2e3844eb/,-50.0,50.0,0.0,,investment,Expenses:Investment,0.8,False,,,,,
01-05-2024,Overseas/ICIf9baf800d66648f1a4937ceb99aeda29/,-800.0,800.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
01-05-2024,Overseas/ICIe34c2996983c41a6beeffd923ebeccb6/,-200.0,200.0,0.0,,investment,Expenses:Investment,0.8,False,,,,,
01-05-2024,Ltd./ICI6a0a44d22f424b89af646bccd4b5277a/,-31000.0,31000.0,0.0,,shopping,Expenses:Shopping,0.3,False,,,,,
01-05-2024,Ltd/ICI3a2ad94ea36e437cbb85ebf62125727d/,-1684.0,1684.0,0.0,,shopping,Expenses:Shopping,0.3,False,,,,,
01-05-2024,Ltd/ICIc96e237237cc48ccabd1e0faa03bcb2c/,-95.0,95.0,0.0,,food,Expenses:Food:Restaurant,0.2,False,,,,,
02-05-2024,Ltd/ICI3d46354e392c4cc4b4600786d868feea/,-220.0,220.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
02-05-2024,Ltd/ICI566234e4d12245b6ac6614ccda0fbcfb/,-120.0,120.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
02-05-2024,Union,-220.0,220.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
02-05-2024,tak Mahindra,-998.0,998.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
03-05-2024,SMALL/ICId3a2ef9aa49948a19f7cda62cffb327b/,-60.0,60.0,0.0,,shopping,Expenses:Shopping,0.8,False,,,,,
03-05-2024,Charte/ICI12c80fe414b842ffbd757138af6c8b4c/,-1000.0,1000.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
03-05-2024,Central/ICI87345c12734a4d0a83108a8ba6f06347/,-50000.0,50000.0,0.0,,shopping,Expenses:Shopping,0.3,False,,,,,
04-05-2024,Ltd/ICI51aeef138fd743de9631a064bd8d0f7c/,-252.0,252.0,0.0,,investment,Expenses:Investment,0.8,False,,,,,
04-05-2024,FUNDTRANSFER-120000086112-CNRB0002415,44100.0,0.0,44100.0,,transfer,Expenses:Transfer,0.8,False,,,,,
06-05-2024,I/SBI90ba1e6ae5224ead9a906d9d68f86a55,10000.0,0.0,10000.0,,salary,Income:Salary,0.3,False,,,,,
06-05-2024,Mandate/appleservices.b/HDFCBANK,-99.0,99.0,0.0,,food,Expenses:Food:Restaurant,0.2,False,,,,,
06-05-2024,Bank/PPPL19812528206050524103154/,-999.0,999.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
06-05-2024,b/ICICI,-219.0,219.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
06-05-2024,Ltd/ICI988d06f1e9a04532b1d311202f2d96cc/,-1155.0,1155.0,0.0,,shopping,Expenses:Shopping,0.3,False,,,,,
06-05-2024,Ltd/ICI81e46d18854b482eb2aa2c2b62ee9c81/,-20.0,20.0,0.0,,food,Expenses:Food:Restaurant,0.2,False,,,,,
06-05-2024,Ltd/ICI8d9121501b7f45c89049f9dd80ddb345/,-5.0,5.0,0.0,,food,Expenses:Food:Restaurant,0.2,False,,,,,
06-05-2024,Bank Ltd/ICI2f6350294f28452aa7f54e9eada861f8/,-1000.0,1000.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
06-05-2024,Ltd/ICI37fa2f283ee74799a4eb1a8777796168/,-110.0,110.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
06-05-2024,To RD Ac no 218625002611,-5000.0,5000.0,0.0,,shopping,Expenses:Shopping,0.3,False,,,,,
07-05-2024,fees/minnus.manjusha/Union Bank of,2000.0,0.0,2000.0,,salary,Income:Salary,0.3,False,,,,,
08-05-2024,Ltd/ICId770226112d448f9a569a0d08ccf4398/,-50.0,50.0,0.0,,food,Expenses:Food:Restaurant,0.2,False,,,,,
08-05-2024,Ltd/ICI6686e156c1bd4bacb6164171293218e9/,-80.0,80.0,0.0,,food,Expenses:Food:Restaurant,0.2,False,,,,,
08-05-2024,Bank Ltd./ICI0d8196c39aa34278af9442a09d86bdd5/,-540.0,540.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
08-05-2024,Ltd/ICI6b8c397dda374e8aa6e371f5d4dc5449/,-80.0,80.0,0.0,,food,Expenses:Food:Restaurant,0.2,False,,,,,
09-05-2024,Bank/ICI148d50d582194616a31d0c652cfdaa73/,-26447.0,26447.0,0.0,,investment,Expenses:Investment,1.1,False,,,,,
09-05-2024,Bank Ltd/ICI215f8816808f44ab825a8f7f94d61746/,-150.0,150.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
09-05-2024,501/ibacoicecreams@/Yes Bank,-682.69,682.69,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
09-05-2024,BANK LTD/ICI05149df5ef154d5d966175aa859a8af8/,-230.0,230.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
10-05-2024,ayments/PPPL19853802529100524072545/,-999.0,999.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
10-05-2024,634328285,-1000.0,1000.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
10-05-2024,634328287,-1000.0,1000.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
10-05-2024,572993818,-2000.0,2000.0,0.0,,shopping,Expenses:Shopping,0.3,False,,,,,
10-05-2024,634328289,-1000.0,1000.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
10-05-2024,572599254,-2000.0,2000.0,0.0,,shopping,Expenses:Shopping,0.3,False,,,,,
10-05-2024,572683069,-2000.0,2000.0,0.0,,shopping,Expenses:Shopping,0.3,False,,,,,
10-05-2024,National/ICIf82fdad8b0144f8591f0987e7f8aa660/,-2500.0,2500.0,0.0,,investment,Expenses:Investment,1.1,False,,,,,
10-05-2024,BharatPe/bharatpe9072526/Yes Bank,-145.0,145.0,0.0,,unknown,Expenses:Uncategorized,0.0,True,bharatpe,,,,
10-05-2024,Vysya,26450.0,0.0,26450.0,,salary,Income:Salary,0.5,False,,,,,
10-05-2024,1/reglobe@icici/ICICI,13000.0,0.0,13000.0,,salary,Income:Salary,0.5,False,,,,,
10-05-2024,Mahindra /ICIa4b8ab576cdf40b4b41ba9f0761473f4/,-200.0,200.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
10-05-2024,Vysya Ban/ICI44bed344cec34fde9a0a5f143f0f086c/,-600.0,600.0,0.0,,investment,Expenses:Investment,0.8,False,,,,,
10-05-2024,paying/amazon@yapl/Yes Bank,-1499.0,1499.0,0.0,,shopping,Expenses:Shopping,1.1,False,,,,,
11-05-2024,Ltd/ICI7b08f9e324114b208dcb8d8c97947c99/,-50.0,50.0,0.0,,food,Expenses:Food:Restaurant,0.2,False,,,,,
11-05-2024,Bank Ltd/ICIa0bae622adf14a82a919c92f555e35d1/,-270.0,270.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
11-05-2024,Ltd/ICI3d85fb0b5c334eb6aad38c47b541a3b7/,-95.0,95.0,0.0,,food,Expenses:Food:Restaurant,0.2,False,,,,,
13-05-2024,Bank Ltd/ICI70b157564ab747d189d65969dcd63f3b/,-200.0,200.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
13-05-2024,Bank/AXI445cdcc98c744d93880b59f7f68dc28e,100.0,0.0,100.0,,salary,Income:Salary,0.3,False,,,,,
14-05-2024,Ltd/ICIbcbd56edfab643fea1ee14cd3e1a2055/,-180.0,180.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
14-05-2024,Razorpa/swiggyinstamart/Axis Bank,-335.0,335.0,0.0,,food,Expenses:Food:Restaurant,1.7,True,swiggyinstamart,Axis Bank,,,
15-05-2024,Charte/ICIb9594d5ac60a4c63a4109779e4d6e861/,-1000.0,1000.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
15-05-2024,Ltd/ICI1356e85fb61a45ea8e0a173593110141/,-240.0,240.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
18-05-2024,Charte/ICI2eb2f50d39a14a5b9ba76edc5819b65d/,-100.0,100.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
18-05-2024,irctcapp@/Yes Bank,-1564.05,1564.05,0.0,,shopping,Expenses:Shopping,0.3,False,,,,,
20-05-2024,Ltd./ICI982c80a2fb9145b191d3faa6eb1ac102/,-2590.0,2590.0,0.0,,shopping,Expenses:Shopping,0.3,False,,,,,
21-05-2024,Ltd/ICI8c472e35140b41b884e8459ce9f96a06/,-300.0,300.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
21-05-2024,Bank Ltd/ICIf1f8313e0eed40688425f9d7c7125765/,-300.0,300.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
21-05-2024,Ltd/ICI7126e2d7a0d24a7782699a32e2ed8b9e/,-150.0,150.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
21-05-2024,Bank/PPPL19942616869210524120240/,-999.0,999.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
21-05-2024,Bank,-4252.0,4252.0,0.0,,shopping,Expenses:Shopping,0.3,False,,,,,
21-05-2024,BANK/ICI21b14916e7854ea58f98dc198ace46ae/,-1000.0,1000.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
21-05-2024,Vysya Ban/ICI0ca9fcfac052485ea41239e390f08a30/,-720.0,720.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
21-05-2024,Ltd/ICId11ae6b1410547a9ac73aa33e52305d5/,-120.0,120.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
22-05-2024,Bank Ltd/ICId75852c87c534cb0b7fed018d44f1870/,-895.0,895.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
22-05-2024,Ltd./ICIf6d4cca83cbd440a84f9a1ca1e7d46c7/,-30.0,30.0,0.0,,food,Expenses:Food:Restaurant,0.2,False,,,,,
22-05-2024,Ltd/ICIb2c19bbc4906456ea8680d7a1a2e8ab2/,-290.0,290.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
22-05-2024,Bank/ICIc4ce72ce1ee046f89a79929851e47958/,-55.0,55.0,0.0,,food,Expenses:Food:Restaurant,0.2,False,,,,,
22-05-2024,Ltd/ICIdee51218ee6a45eda59dd28001937694/,-600.0,600.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
22-05-2024,Merchant/311876310677239/Canara,-250.0,250.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
22-05-2024,Swi/upiswiggy@icici/ICICI,-358.0,358.0,0.0,,food,Expenses:Food:Restaurant,1.7,True,swiggy,icici,ICICI,,
23-05-2024,Ltd/ICI9d01c9b9ef2745d09faa92ed2e9eeccd/,-40.0,40.0,0.0,,food,Expenses:Food:Restaurant,0.2,False,,,,,
23-05-2024,Ltd/ICI7ec576acb535413c8dcc01206f86396c/,-60.0,60.0,0.0,,food,Expenses:Food:Restaurant,0.2,False,,,,,
23-05-2024,Ltd/ICI720a11a326844eddb019a3f5a2c5db7c/,-360.0,360.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
23-05-2024,Bank Ltd/ICI2ad21913b84040e0ab52f255ef57911f/,-50.0,50.0,0.0,,food,Expenses:Food:Restaurant,0.2,False,,,,,
23-05-2024,Union,-60.0,60.0,0.0,,food,Expenses:Food:Restaurant,0.2,False,,,,,
25-05-2024,154/apollopharmacyo/Yes Bank,-52.8,52.8,0.0,,medical,Expenses:Medical,0.8,False,,,,,
25-05-2024,Razorpa/swiggy773.rzp@i/ICICI,-286.0,286.0,0.0,,food,Expenses:Food:Restaurant,1.7,True,swiggy773.rzp,ICICI,,,
25-05-2024,Ltd/ICIe32c9270afa245abad9361fad019e06b/,-135.0,135.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
27-05-2024,WOOD/bharatpe9077200/Yes Bank,-710.0,710.0,0.0,,unknown,Expenses:Uncategorized,0.0,True,bharatpe,,,,
27-05-2024,Bank/ICI719de7c3704642a0b0e7311a0bfc1fb3/,-50.0,50.0,0.0,,food,Expenses:Food:Restaurant,0.2,False,,,,,
27-05-2024,Ltd/ICI7c1a0b0b17b844b0b252f79290d7aec4/,-160.0,160.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
27-05-2024,FC BANK,-1031.0,1031.0,0.0,,shopping,Expenses:Shopping,0.3,False,,,,,
27-05-2024,Swi/upiswiggy@icici/ICICI,-254.0,254.0,0.0,,food,Expenses:Food:Restaurant,1.7,True,swiggy,icici,ICICI,,
27-05-2024,M/upiswiggy@icici/ICICI,254.0,0.0,254.0,,food,Expenses:Food:Restaurant,0.8,False,,,,,
27-05-2024,Swi/upiswiggy@icici/ICICI,-327.0,327.0,0.0,,food,Expenses:Food:Restaurant,1.7,True,swiggy,icici,ICICI,,
27-05-2024,expenses/sriharihindu@ok/State Bank Of,7412.0,0.0,7412.0,,salary,Income:Salary,0.3,False,,,,,
27-05-2024,Bank Ltd/ICIa6f6c960b6bf4596842ecd0943bb8d4d/,-315.0,315.0,0.0,,unknown,Expenses:Uncategorized,0.0,False,,,,,
27-05-2024,Ltd/ICIc0ead322aac841d09f614bbecde5fdfb/,-40.0,40.0,0.0,,investment,Expenses:Investment,0.8,False,,,,,
